carel_codigo,carel_tipo,carel_diametro,carel_paso,carel_largo,carel_grado,carel_sistema,carel_descripcion,match_codigo,match_tipo,match_diametro,match_paso,match_largo,match_grado,match_sistema,match_precio_unitario,match_proveedor,match_descripcion,match_score,match_type,notas
3342,otro,,,,,otro,PYTONES ABIERTOS PY 5 S/TOPE Caja x 100 Un.,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
3343,otro,,,,,otro,PYTONES ABIERTOS PY 6 S/TOPE Caja x 100 Un.,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
3344,otro,,,,,otro,PYTONES ABIERTOS PY 8 S/TOPE Caja x 100 Un.,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
3360,otro,,,,,otro,PYTONES ABIERTOS PY 10 S/TOPE Caja x 25 Un.,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
3390,otro,,,,,otro,PYTONES ABIERTOS PY 12 S/TOPE Caja x 15 Un.,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
3351,otro,,,,,otro,PYTONES ABIERTOS PY 5 C/TOPE Caja x 50 Un.,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
3352,otro,,,,,otro,PYTONES ABIERTOS PY 6 C/TOPE Caja x 50 Un.,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
3353,otro,,,,,otro,PYTONES ABIERTOS PY 8 C/TOPE Caja x 50 Un.,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
3363,otro,,,,,otro,PYTONES ABIERTOS PY 10 C/TOPE Caja x 25 Un.,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
3393,otro,,,,,otro,PYTONES ABIERTOS PY 12 C/TOPE Caja x 15 Un.,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
3345,otro,,,,,otro,PYTONES CERRADO PY 5 S/TOPE Caja x 100 Un.,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
3346,otro,,,,,otro,PYTONES CERRADO PY 6 S/TOPE Caja x 100 Un.,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
3347,otro,,,,,otro,PYTONES CERRADO PY 8 S/TOPE Caja x 100 Un.,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
3361,otro,,,,,otro,PYTONES CERRADO PY 10 S/TOPE Caja x 25 Un.,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
3391,otro,,,,,otro,PYTONES CERRADO PY 12 S/TOPE Caja x 15 Un.,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
3354,otro,,,,,otro,PYTONES CERRADO PY 5 C/TOPE Caja x 50 Un.,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
3355,otro,,,,,otro,PYTONES CERRADO PY 6 C/TOPE Caja x 50 Un.,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
3356,otro,,,,,otro,PYTONES CERRADO PY 8 C/TOPE Caja x 50 Un.,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
3364,otro,,,,,otro,PYTONES CERRADO PY 10 C/TOPE Caja x 25 Un.,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
3394,otro,,,,,otro,PYTONES CERRADO PY 12 C/TOPE Caja x 15 Un.,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
3348,otro,,,,,otro,PYTONES ESCUADRA PY 5 S/TOPE Caja x 100 Un.,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
3349,otro,,,,,otro,PYTONES ESCUADRA PY 6 S/TOPE Caja x 100 Un.,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
3350,otro,,,,,otro,PYTONES ESCUADRA PY 8 S/TOPE Caja x 100 Un.,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
3362,otro,,,,,otro,PYTONES ESCUADRA PY 10 S/TOPE Caja x 25 Un.,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
3392,otro,,,,,otro,PYTONES ESCUADRA PY 12 S/TOPE Caja x 15 Un.,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
3357,otro,,,,,otro,PYTONES ESCUADRA PY 5 C/TOPE Caja x 50 Un.,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
3358,otro,,,,,otro,PYTONES ESCUADRA PY 6 C/TOPE Caja x 50 Un.,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
3359,otro,,,,,otro,PYTONES ESCUADRA PY 8 C/TOPE Caja x 50 Un.,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
3365,otro,,,,,otro,PYTONES ESCUADRA PY 10 C/TOPE Caja x 25 Un.,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
3395,otro,,,,,otro,PYTONES ESCUADRA PY 12 C/TOPE Caja x 15 Un.,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
13342,otro,,,,,otro,Abiertos PY 5 S/TOPE BOX x 2000 u.(20 cajas x 100 u.),,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
13343,otro,,,,,otro,Abiertos PY 6 S/TOPE BOX x 2000 u.(20 cajas x 100 u.),,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
13344,otro,,,,,otro,Abiertos PY 8 S/TOPE BOX x 2000 u.(20 cajas x 100 u.),,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
13360,otro,,,,,otro,Abiertos PY 10 S/TOPE BOX x 500 u.  (20 cajas x 25 u.),,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
13390,otro,,,,,otro,Abiertos PY 12 S/TOPE BOX x 300 u.  (20 cajas x 15 u.),,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
13351,otro,,,,,otro,Abiertos PY 5 C/TOPE BOX x 1000 u.(20 cajas x 50 u.),,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
13352,otro,,,,,otro,Abiertos PY 6 C/TOPE BOX x 1000 u.(20 cajas x 50 u.),,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
13353,otro,,,,,otro,Abiertos PY 8 C/TOPE BOX x 1000 u.(20 cajas x 50 u.),,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
13363,otro,,,,,otro,Abiertos PY 10 C/TOPE BOX x 500 u.  (20 cajas x 25 u.),,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
13393,otro,,,,,otro,Abiertos PY 12 C/TOPE BOX x 300 u.  (20 cajas x 15 u.),,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
13345,otro,,,,,otro,Cerrados PY 5 S/TOPE BOX x 2000 u.(20 cajas x 100 u.),,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
13346,otro,,,,,otro,Cerrados PY 6 S/TOPE BOX x 2000 u.(20 cajas x 100 u.),,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
13347,otro,,,,,otro,Cerrados PY 8 S/TOPE BOX x 2000 u.(20 cajas x 100 u.),,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
13361,otro,,,,,otro,Cerrados PY 10 S/TOPE BOX x 500 u.  (20 cajas x 25 u.),,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
13391,otro,,,,,otro,Cerrados PY 12 S/TOPE BOX x 300 u.  (20 cajas x 15 u.),,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
13354,otro,,,,,otro,Cerrados PY 5 C/TOPE BOX x 1000 u.(20 cajas x 50 u.),,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
13355,otro,,,,,otro,Cerrados PY 6 C/TOPE BOX x 1000 u.(20 cajas x 50 u.),,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
13356,otro,,,,,otro,Cerrados PY 8 C/TOPE BOX x 1000 u.  (20 cajas x 50 u.),,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
13364,otro,,,,,otro,Cerrados PY 10 C/TOPE BOX x 500 u.  (20 cajas x 25 u.),,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
13394,otro,,,,,otro,Cerrados PY 12 C/TOPE BOX x 300 u.  (20 cajas x 15 u.),,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
13348,otro,,,,,otro,Escuadras PY 5 S/TOPE BOX x 2000 u.(20 cajas x 100 u.),,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
13349,otro,,,,,otro,Escuadras PY 6 S/TOPE BOX x 2000 u.(20 cajas x 100 u.),,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
13350,otro,,,,,otro,Escuadras PY 8 S/TOPE BOX x 2000 u.(20 cajas x 100 u.),,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
13362,otro,,,,,otro,Escuadras PY 10 S/TOPE BOX x 500 u.  (20 cajas x 25 u.),,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
13392,otro,,,,,otro,Escuadras PY 12 S/TOPE BOX x 300 u.  (20 cajas x 15 u.),,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
13357,otro,,,,,otro,Escuadras PY 5 C/TOPE BOX x 1000 u.(20 cajas x 50 u.),,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
13358,otro,,,,,otro,Escuadras PY 6 C/TOPE BOX x 1000 u.(20 cajas x 50 u.),,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
13359,otro,,,,,otro,Escuadras PY 8 C/TOPE BOX x 1000 u.(20 cajas x 50 u.),,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
13365,otro,,,,,otro,Escuadras PY 10 C/TOPE BOX x 500 u.  (20 cajas x 25 u.),,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
13395,otro,,,,,otro,Escuadras PY 12 C/TOPE BOX x 300 u.  (20 cajas x 15 u.),,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
790757863441,otro,,,,,otro,FIN,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
16,otro,,,,,otro,A CUENTA DE IMPORTACION DE INSUMOS INDUSTRIALES,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
5000-U-2.1/2,otro,1/2,2.0,,,imperial,"GRAMPA U BOLT 2 1/2""",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
17,otro,,,,,otro,PRUEBA,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
TTRG2NC047016Z,otro,,,,,otro,TOR. TANQ. RAN. G2 3/16 X 5/8 ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MA10050CCD,bulón,M10,1.5,,8.8,métrico,"BULON HEXAGONAL (8.8) M10-1,50-50 DICRO CON CUELLO",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
APB140Z,arandela,,,,,otro,ARANDELA PLANA BISELADA 9/16 ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
APB079Z,arandela,,,,,otro,ARANDELA PLANA BISELADA 5/16 ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
TUTHCG2MC14D,otro,M14,1.0,,,métrico,TCA .HEX.TORN CONTRAT. G2 M14-1 DICRO,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
TUHPG2NC110Z,tuerca,7/16,2.0,,,imperial,TUERCA HEXAGONAL PESADA G2 7/16-UNC (14) ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
TUTHCBG2MC020N,otro,M20,1.0,,,métrico,TCA.TORN.CASTILLO BAJA G2 M20-1 NAT,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
REVISTA,bulón,,,,,otro,REVISTA MAGAZINE BULONERO,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
PACG10MA08040F,otro,M8,1.25,,,métrico,"PRIS.ALLEN C/CIL.G10 M8-1,25-40 FOSF",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
TUABG2MA33D,tuerca,M33,3.5,,,métrico,"TUERCA AUTOFR.BAJA G2 M33-3,5 DICRO",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
AP125B14Z,arandela,,,,,otro,ARANDELA PLANA DIN125B14 ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
TUTHCG2MA10DIZQ,otro,M10,1.5,,,métrico,TCA.HEX.TORN CONTRAT. G2 M10-1.50 DICRO IZQUIERDA,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
XHMN14050ZINC,otro,,,,,otro,AUTOPERF.C/HEX. PTA MECHA N°14X2 ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
AG125Z,arandela,,,,,otro,ARANDELA GROWER 1/2 ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
AG095Z,arandela,,,,,otro,ARANDELA GROWER 3/8 ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
TO52.M6.16.CA,tornillo,M6,16.0,,,métrico,TO52.M6.16.CA - TORNILLO CABEZA FRESADA P/ALLEN M6X16MM,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
TO52.55.16,tornillo,,,,,otro,TO52.55.16 - TORNILLO CABEZA REDONDA 12-24X16,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
TO52.55.20.E,tornillo,,,,,otro,TO52.55.20.E - TORNILLO CABEZA HEXAGONAL 12-24X20MM E,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
TO52.M6.16.E,tornillo,M6,16.0,,,métrico,TO52.M6.16.E - TORNILLO CABEZA HEXAGONAL M6X16MM,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
TUFDG2MA08ZA,tuerca,M8,1.25,,,métrico,TUERCA HEXAGONAL FLANGE DENTADA G2 M8-1.25 DICRO,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
XTADN06025F,otro,,,,,otro,AUTOPERF TROMP.P/AGUJA DURLOCK N°6X1,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
TTRG2NC047012Z,otro,,,,,otro,TOR. TANQ. RAN. G2 3/16 X 1/2 ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
TUTHCG2MC14N,otro,M14,1.0,,,métrico,TCA .HEX.TORN CONTRAT. G2 M14-1 NATURAL,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
PACG10NC047019F,otro,,,,,otro,PRIS ALLEN C/CIL.G10 3/16-NC-3/4 FOSF,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
PACG10NC047009F,otro,,,,,otro,PRIS ALLEN C/CIL.G10 3/16-NC-3/8 FOSF,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
G5/16X250,otro,,,,,otro,GANCHOS PARA TEJIDO DE 250 MM (5/16),,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
G5/16X300,otro,,,,,otro,GANCHOS PARA TEJIDO DE 300 MM (5/16),,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BCRTG2WH079063,tuerca,,,,,otro,"BUL. C/RED. C/ CUAD. G2 5/16-WH- 2,1/2 ZINC CON TUERCA",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BCRGT2WH095155Z,tuerca,,,,,otro,BUL. C/RED. C/ CUAD. G2 3/8-WH- 6 ZINC CON TUERCA,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BCRTG2WH065063Z,tuerca,,,,,otro,"BUL. C/RED. C/ CUAD. G2 1/4-WH- 2,1/2 ZINC CON TUERCA",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BCRTG2WH079056Z,tuerca,,,,,otro,"BUL. C/RED. C/ CUAD. G2 5/16-WH- 2,1/4 ZINC CON TUERCA",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BCRGT2WH079140Z,tuerca,,,,,otro,"BUL. C/RED. C/ CUAD. G2 5/16-WH- 5,1/2 ZINC CON TUERCA",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BCRGT2WH079175Z,tuerca,,,,,otro,BUL. C/RED. C/ CUAD. G2 5/16-WH- 7 ZINC CON TUERCA,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BCRTG2WH079200Z,tuerca,,,,,otro,BUL. C/RED. C/ CUAD. G2 5/16-WH- 8 ZINC CON TUERCA,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
PACG10NC065032F,otro,,,,,otro,PRIS ALLEN C/CIL.G10 1/4-NC-1 1/4 FOSF,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
TUHG5NC160D,tuerca,5/8,5.0,,,imperial,TUERCA HEXAGONAL G5 5/8-UNC (11) DICRO,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
TUHG8NF160D,tuerca,5/8,8.0,,,imperial,TUERCA HEXAGONAL G8 5/8-UNF (11) DICRO,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
TUHG5NC190D,tuerca,3/4,5.0,,,imperial,TUERCA HEXAGONAL G5 3/4-UNC (10) DICRO,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
010113,remache,,,,,otro,REMACHE POP ALUMINIO 4 X 16,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
010120,remache,,,,,otro,REMACHE POP ALUMINIO 5 X 16,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
010121,remache,,,,,otro,REMACHE POP ALUMINIO 5 X 20,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
G5/16X200,otro,,,,,otro,GANCHOS PARA TEJIDO DE 200 MM (5/16),,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
TUHPG2NC250Z,tuerca,,2.0,,,imperial,TUERCA HEXAGONAL PESADA G2 1-UNC (8) ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
TTRG2MA04020Z,otro,M04,,,,métrico,TOR. TANQ. RAN. G2 M04- 0.7- 20  ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
PACG10NC065025F,otro,,,,,otro,PRIS ALLEN C/CIL.G10 1/4-NC-1 FOSF,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
AGI079,arandela,,,,,otro,ARANDELA GROWER INOXIDABLE 5/16,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
PACINC065032,otro,1/4,1.0,,,imperial,PRISIONERO ALLEN C/CIL. INOXIDABLE 1/4-UNC-1 1/4,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
TUHPG2NC140Z,tuerca,9/16,2.0,,,imperial,TUERCA HEXAGONAL PESADA G2 9/16-UNC (12) ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
TUHPG2NC160Z,tuerca,5/8,2.0,,,imperial,TUERCA HEXAGONAL PESADA G2 5/8-UNC (11) ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
HXPMV14050Z,arandela,,,,,otro,AUTOPERF.C/HEX. PTA MECHA C/ARANDELA VULCANIZADA N°14 X 2 ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
GRAMPA264X25P,otro,,,,,otro,GRAMPA PARA CERCO  264 X 25 PULIDA,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
PCCG2NC065010N,otro,1/4,2.0,,,imperial,PRIS.C/CUADRADA G2 1/4-UNC-3/8,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
PACIMA08025,otro,,,,,otro,PRISIONERO ALLEN C/CIL. INOXIDABLE M 8-1.25-25,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
APBM8D,arandela,M8,,,,métrico,ARANDELA PLANA BISELADA M8 DICRO,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
APBM10D,arandela,M10,,,,métrico,ARANDELA PLANA BISELADA M10 DICRO,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
010124,remache,,,,,otro,REMACHE POP ALUMINIO 5 X 30,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
PAFG10MA06035F,otro,M6,1.0,,,métrico,PRIS ALLEN C/FRES.G10 M6-1-35 FOSF,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
PAFIMA06035,otro,,,,,otro,PRISIONERO ALLEN C/FREZADA INOXIDABLE AISI 304 M 6-1-35,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
TTHCIG2NC175N,otro,11/16,2.0,,,imperial,TCA .HEX.TORN CONTRAT. IZQ. G2 11/16-UNC (18) NAT ALT 7,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
TTHCDG2NC175N,otro,11/16,2.0,,,imperial,TCA .HEX.TORN CONTRAT. DER. G2 11/16-UNC (18) NAT ALT 7,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BCRTG2WH125100Z,tuerca,,,,,otro,BUL. C/RED. C/ CUAD. G2 1/2-WH- 4 ZINC CON TUERCA,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BCRTG2WH095100Z,tuerca,,,,,otro,BUL. C/RED. C/ CUAD. G2 3/8-WH- 4 ZINC CON TUERCA,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
TUHG8NC160BO,tuerca,5/8,8.0,,,imperial,TUERCA HEXAGONAL G8 5/8-UNC (11) BLACK OXID,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
TUHG10.9MA12BO,tuerca,M12,1.75,,10.9,métrico,"TUERCA HEXAGONAL G10.9 M12-1,75 BLACK OXID",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
TUHG10.9MA20BO,tuerca,M20,2.5,,10.9,métrico,"TUERCA HEXAGONAL G10.9 M20-2,5 BLACK OXID",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG10.9MA20050N,bulón,M20,2.5,,10.9,métrico,"BULON HEXAGONAL (10.9) M20-2,5-50 BLACK OXID",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG8NC160050N,bulón,5/8,8.0,,,imperial,BULON HEXAGONAL G8 5/8-UNC-2 BLACK OXID,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG10.9MA12050N,bulón,M12,1.75,,10.9,métrico,"BULON HEXAGONAL (10.9) M12-1,75-50 BLACK OXID",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
RHT047056Z,remache,,,,,otro,REMACHE HO.TUBULAR 3/16X56 ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
RHT047030Z,remache,,,,,otro,REMACHE HO.TUBULAR 3/16X30 ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
RHT047022Z,remache,,,,,otro,REMACHE HO.TUBULAR 3/16X22 ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
PACG10NC079038F,otro,,,,,otro,PRIS ALLEN C/CIL.G10 5/16-NC-1 1/2 FOSF,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
PACG10NC079050F,otro,,,,,otro,PRIS ALLEN C/CIL.G10 5/16-NC-2 FOSF,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
PACG10NC095019F,otro,,,,,otro,PRIS ALLEN C/CIL.G10 3/8-NC-3/4 FOSF,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
PACG10NC095032F,otro,,,,,otro,PRIS ALLEN C/CIL.G10 3/8-NC-1 1/4 FOSF,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
PACG10NC095050F,otro,,,,,otro,PRIS ALLEN C/CIL.G10 3/8-NC-2 FOSF,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
PACG10NC125038F,otro,,,,,otro,PRIS ALLEN C/CIL.G10 1/2-NC-1 1/2 FOSF,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
PASG10NC065012F,otro,1/4,10.0,,,imperial,PRIS.ALLEN S/CABEZA G10 1/4-UNC-1/2 FOSF,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
TTRG2NC047044Z,otro,,,,,otro,TOR. TANQ. RAN. G2 3/16 X 1 3/4 ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
TTRG2NC031019Z,otro,,,,,otro,TOR. TANQ. RAN. G2 1/8 X 3/4 ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
TUIMA039,tuerca,5/16,5.0,,,imperial,TUERCA HEXAGONAL INOXIDABLE 5/16-UNC (18),,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
PAFINC065032,otro,1/4,1.0,1,,imperial,PRIS ALLEN C/FRES.INOXIDABLE 1/4 X UNC X 1 1/4,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
APC095D,arandela,,,,,otro,ARANDELA PLANA COMUN 3/8 DICRO,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
APC079D,arandela,,,,,otro,ARANDELA PLANA COMUN 5/16 DICRO,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG5MA08040DCC,bulón,M8,1.25,,8.8,métrico,"BULON HEXAGONAL (8.8) M8-1,25-40 DICRO CON CUELLO",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
IM100360,tuerca,,,,,otro,TUERCA REMACHE M 5 CAB. PLANA ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
IM100253,tuerca,,,,,otro,TUERCA REMACHE M 6 CAB. PLANA ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
TPJI001025W,otro,,,,,otro,TOR.PARKER C/FIJ.INOXIDABLE N° 06 X 1 W,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
TTHCG2MC17N,tuerca,M17,1.0,,,métrico,TUERCA TORNEADA HEXAGONAL G2 M17-1 NATURAL ALT. 8,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
TFFG2MA04009Z,tornillo,M04,0.7,,,métrico,TORNILLO C/FRESADA PHIL. M04-0.7-9 ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
PASG10NC047012F,otro,3/16,10.0,,,imperial,PRIS.ALLEN S/CABEZA G10 3/16-UNC-1/2 FOSF,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
PABG10NC047019F,otro,3/16,10.0,,,imperial,PRIS. ALLEN C/BOT.G10 3/16-UNC-3/4 FOSF,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
PABG10NC047012F,otro,3/16,10.0,,,imperial,PRIS. ALLEN C/BOT.G10 3/16-UNC-1/2 FOSF,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BECS12X95,bulón,,,,,otro,BULON DE EXPANSION BECS 12X95,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BECS16X90,bulón,,,,,otro,BULON DE EXPANSION BECS 16X90,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
TPJCG2G04012Z,otro,,,,,otro,TOR.PARKER C/FIJ.COMB.G2 4 X 1/2 ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
TFFG2NC047006Z,otro,,,,,otro,TOR. C/FRES. PHIL. G2 3/16 X 1/4 ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
APBM6D,arandela,M6,,,,métrico,ARANDELA PLANA BISELADA M6 DICRO,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
0412660408,tornillo,M6,,,,métrico,TORNILLO (PRIS) CAB. HEXAG. AISI 304 A2 70 INOX. M6 X 30,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
0407360400,arandela,M6,,,,métrico,"ARANDELA PLANA DIN 125 A, AISI 304 A2 70, M6 (6.1X12X1.6)",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
04075Y0400,arandela,M6,,,,métrico,"ARANDELA PLANA DIN 9021, AISI 304 (GEN) M6 (6.4X18X1.6)",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
