codigo,descripcion_original,descripcion_borroni
>BHG5NC250056D,"BULON HEXAGONAL G5 1-UNC-2,1/4 DICRO",
>BHG5NC250063D,"BULON HEXAGONAL G5 1-UNC-2,1/2 DICRO",
>BHG5NC250070D,"BULON HEXAGONAL G5 1-UNC-2,3/4 DICRO",
>BHG5NC250076D,BULON HEXAGONAL G5 1-UNC-3 DICRO,
>BHG5NC250082D,"BULON HEXAGONAL G5 1-UNC-3,1/4 DICRO",
>BHG5NC250090D,"BULON HEXAGONAL G5 1-UNC-3,1/2 DICRO",
>BHG5NC250100D,BULON HEXAGONAL G5 1-UNC-4 DICRO,
>BHG5NC250110D,"BULON HEXAGONAL G5 1-UNC-4,1/2 DICRO",
>BHG5NC250125D,BULON HEXAGONAL G5 1-UNC-5 DICRO,
>BHG5NC250140D,"BULON HEXAGONAL G5 1-UNC-5,1/2 DICRO",
>BHG5NC250155D,BULON HEXAGONAL G5 1-UNC-6 DICRO,
>BHG5NC250175D,BULON HEXAGONAL G5 1-UNC-7 DICRO,
>BHG5NC250200D,BULON HEXAGONAL G5 1-UNC-8 DICRO,
>BHG5NC250228D,BULON HEXAGONAL G5 1-UNC-9 DICRO,
>BHG5NF065012D,BULON HEXAGONAL G5 1/4-UNF-1/2 DICRO,
>BHG5NF065016D,BULON HEXAGONAL G5 1/4-UNF-5/8 DICRO,
>BHG5NF065019D,BULON HEXAGONAL G5 1/4-UNF-3/4 DICRO,
>BHG5NF065022D,BULON HEXAGONAL G5 1/4-UNF-7/8 DICRO,
>BHG5NF065025D,BULON HEXAGONAL G5 1/4-UNF-1 DICRO,
>BHG5NF065032D,"BULON HEXAGONAL G5 1/4-UNF-1,1/4 DICRO",
>BHG5NF065038D,"BULON HEXAGONAL G5 1/4-UNF-1,1/2 DICRO",
>BHG5NF065044D,"BULON HEXAGONAL G5 1/4-UNF-1,3/4 DICRO",
>BHG5NF065050D,BULON HEXAGONAL G5 1/4-UNF-2 DICRO,
>BHG5NF065056D,"BULON HEXAGONAL G5 1/4-UNF-2,1/4 DICRO",
>BHG5NF065063D,"BULON HEXAGONAL G5 1/4-UNF-2,1/2 DICRO",
>BHG5NF065070D,"BULON HEXAGONAL G5 1/4-UNF-2,3/4 DICRO",
>BHG5NF065076D,BULON HEXAGONAL G5 1/4-UNF-3 DICRO,
>BHG5NF065082D,"BULON HEXAGONAL G5 1/4-UNF-3,1/4 DICRO",
>BHG5NF065090D,"BULON HEXAGONAL G5 1/4-UNF-3,1/2 DICRO",
>BHG5NF065100D,BULON HEXAGONAL G5 1/4-UNF-4 DICRO,
>BHG5NF065110D,"BULON HEXAGONAL G5 1/4-UNF-4,1/2 DICRO",
>BHG5NF065125D,BULON HEXAGONAL G5 1/4-UNF-5 DICRO,
>BHG5NF065140D,"BULON HEXAGONAL G5 1/4-UNF-5,1/2 DICRO",
>BHG5NF065155D,BULON HEXAGONAL G5 1/4-UNF-6 DICRO,
>BHG5NF079012D,BULON HEXAGONAL G5 5/16-UNF-1/2 DICRO,
>BHG5NF079016D,BULON HEXAGONAL G5 5/16-UNF-5/8 DICRO,
>BHG5NF079019D,BULON HEXAGONAL G5 5/16-UNF-3/4 DICRO,
>BHG5NF079022D,BULON HEXAGONAL G5 5/16-UNF-7/8 DICRO,
>BHG5NF079025D,BULON HEXAGONAL G5 5/16-UNF-1 DICRO,
>BHG5NF079032D,"BULON HEXAGONAL G5 5/16-UNF-1,1/4 DICRO",
>BHG5NF079038D,"BULON HEXAGONAL G5 5/16-UNF-1,1/2 DICRO",
>BHG5NF079044D,"BULON HEXAGONAL G5 5/16-UNF-1,3/4 DICRO",
>BHG5NF079050D,BULON HEXAGONAL G5 5/16-UNF-2 DICRO,
>BHG5NF079056D,"BULON HEXAGONAL G5 5/16-UNF-2,1/4 DICRO",
>BHG5NF079063D,"BULON HEXAGONAL G5 5/16-UNF-2,1/2 DICRO",
>BHG5NF079070D,"BULON HEXAGONAL G5 5/16-UNF-2,3/4 DICRO",
>BHG5NF079076D,BULON HEXAGONAL G5 5/16-UNF-3 DICRO,
>BHG5NF079082D,"BULON HEXAGONAL G5 5/16-UNF-3,1/4 DICRO",
>BHG5NF079090D,"BULON HEXAGONAL G5 5/16-UNF-3,1/2 DICRO",
>BHG5NF079100D,BULON HEXAGONAL G5 5/16-UNF-4 DICRO,
>BHG5NF079110D,"BULON HEXAGONAL G5 5/16-UNF-4,1/2 DICRO",
>BHG5NF079125D,BULON HEXAGONAL G5 5/16-UNF-5 DICRO,
>BHG5NF095016D,BULON HEXAGONAL G5 3/8-UNF-5/8 DICRO,
>BHG5NF095019D,BULON HEXAGONAL G5 3/8-UNF-3/4 DICRO,
>BHG5NF095022D,BULON HEXAGONAL G5 3/8-UNF-7/8 DICRO,
>BHG5NF095025D,BULON HEXAGONAL G5 3/8-UNF-1/ DICRO,
>BHG5NF095032D,"BULON HEXAGONAL G5 3/8-UNF-1,1/4 DICRO",
>BHG5NF095038D,"BULON HEXAGONAL G5 3/8-UNF-1,1/2 DICRO",
>BHG5NF095044D,"BULON HEXAGONAL G5 3/8-UNF-1,3/4 DICRO",
>BHG5NF095050D,BULON HEXAGONAL G5 3/8-UNF-2 DICRO,
>BHG5NF095056D,"BULON HEXAGONAL G5 3/8-UNF-2,1/4 DICRO",
>BHG5NF095063D,"BULON HEXAGONAL G5 3/8-UNF-2,1/2 DICRO",
>BHG5NF095070D,"BULON HEXAGONAL G5 3/8-UNF-2,3/4 DICRO",
>BHG5NF095076D,BULON HEXAGONAL G5 3/8-UNF-3 DICRO,
>BHG5NF095082D,"BULON HEXAGONAL G5 3/8-UNF-3,1/4 DICRO",
>BHG5NF095090D,"BULON HEXAGONAL G5 3/8-UNF-3,1/2 DICRO",
>BHG5NF095100D,BULON HEXAGONAL G5 3/8-UNF-4 DICRO,
>BHG5NF095110D,"BULON HEXAGONAL G5 3/8-UNF-4,1/2 DICRO",
>BHG5NF095125D,BULON HEXAGONAL G5 3/8-UNF-5 DICRO,
>BHG5NF110019D,BULON HEXAGONAL G5 7/16-UNF-3/4 DICRO,
>BHG5NF110022D,BULON HEXAGONAL G5 7/16-UNF-7/8 DICRO,
>BHG5NF110025D,BULON HEXAGONAL G5 7/16-UNF-1 DICRO,
>BHG5NF110032D,"BULON HEXAGONAL G5 7/16-UNF-1,1/4 DICRO",
>BHG5NF110038D,"BULON HEXAGONAL G5 7/16-UNF-1,1/2 DICRO",
>BHG5NF110044D,"BULON HEXAGONAL G5 7/16-UNF-1,3/4 DICRO",
>BHG5NF110050D,BULON HEXAGONAL G5 7/16-UNF-2 DICRO,
>BHG5NF110056D,"BULON HEXAGONAL G5 7/16-UNF-2,1/4 DICRO",
>BHG5NF110063D,"BULON HEXAGONAL G5 7/16-UNF-2,1/2 DICRO",
>BHG5NF110070D,"BULON HEXAGONAL G5 7/16-UNF-2,3/4 DICRO",
>BHG5NF110076D,BULON HEXAGONAL G5 7/16-UNF-3 DICRO,
>BHG5NF110082D,"BULON HEXAGONAL G5 7/16-UNF-3,1/4 DICRO",
>BHG5NF110090D,"BULON HEXAGONAL G5 7/16-UNF-3,1/2 DICRO",
>BHG5NF110100D,BULON HEXAGONAL G5 7/16-UNF-4 DICRO,
>BHG5NF110110D,"BULON HEXAGONAL G5 7/16-UNF-4,1/2 DICRO",
>BHG5NF110125D,BULON HEXAGONAL G5 7/16-UNF-5 DICRO,
>BHG5NF110140D,"BULON HEXAGONAL G5 7/16-UNF-5,1/2 DICRO",
>BHG5NF125019D,BULON HEXAGONAL G5 1/2-UNF-3/4 DICRO,
>BHG5NF125022D,BULON HEXAGONAL G5 1/2-UNF-7/8 DICRO,
>BHG5NF125025D,BULON HEXAGONAL G5 1/2-UNF-1 DICRO,
>BHG5NF125032D,"BULON HEXAGONAL G5 1/2-UNF-1,1/4 DICRO",
>BHG5NF125038D,"BULON HEXAGONAL G5 1/2-UNF-1,1/2 DICRO",
>BHG5NF125044D,"BULON HEXAGONAL G5 1/2-UNF-1,3/4 DICRO",
>BHG5NF125050D,BULON HEXAGONAL G5 1/2-UNF-2 DICRO,
>BHG5NF125056D,"BULON HEXAGONAL G5 1/2-UNF-2,1/4 DICRO",
>BHG5NF125063D,"BULON HEXAGONAL G5 1/2-UNF-2,1/2 DICRO",
>BHG5NF125070D,"BULON HEXAGONAL G5 1/2-UNF-2,3/4 DICRO",
>BHG5NF125076D,BULON HEXAGONAL G5 1/2-UNF-3 DICRO,
>BHG5NF125082D,"BULON HEXAGONAL G5 1/2-UNF-3,1/4 DICRO",
>BHG5NF125090D,"BULON HEXAGONAL G5 1/2-UNF-3,1/2 DICRO",
>BHG5NF125100D,BULON HEXAGONAL G5 1/2-UNF-4 DICRO,
>BHG5NF125110D,"BULON HEXAGONAL G5 1/2-UNF-4,1/2 DICRO",
>BHG5NF125125D,BULON HEXAGONAL G5 1/2-UNF-5 DICRO,
>BHG5NF125140D,"BULON HEXAGONAL G5 1/2-UNF-5,1/2 DICRO",
>BHG5NF125155D,BULON HEXAGONAL G5 1/2-UNF-6 DICRO,
>BHG5NF125175D,BULON HEXAGONAL G5 1/2-UNF-7 DICRO,
>BHG5NF125200D,BULON HEXAGONAL G5 1/2-UNF-8 DICRO,
>BHG5NF140025D,BULON HEXAGONAL G5 9/16-UNF-1 DICRO,
>BHG5NF140032D,"BULON HEXAGONAL G5 9/16-UNF-1,1/4 DICRO",
>BHG5NF140038D,"BULON HEXAGONAL G5 9/16-UNF-1,1/2 DICRO",
>BHG5NF140044D,"BULON HEXAGONAL G5 9/16-UNF-1,3/4 DICRO",
>BHG5NF140050D,BULON HEXAGONAL G5 9/16-UNF-2 DICRO,
>BHG5NF140056D,"BULON HEXAGONAL G5 9/16-UNF-2,1/4 DICRO",
>BHG5NF140063D,"BULON HEXAGONAL G5 9/16-UNF-2,1/2 DICRO",
>BHG5NF140070D,"BULON HEXAGONAL G5 9/16-UNF-2,3/4 DICRO",
>BHG5NF140076D,BULON HEXAGONAL G5 9/16-UNF-3 DICRO,
>BHG5NF140082D,"BULON HEXAGONAL G5 9/16-UNF-3,1/4 DICRO",
>BHG5NF140090D,"BULON HEXAGONAL G5 9/16-UNF-3,1/2 DICRO",
>BHG5NF140100D,BULON HEXAGONAL G5 9/16-UNF-4 DICRO,
>BHG5NF140110D,"BULON HEXAGONAL G5 9/16-UNF-4,1/2 DICRO",
>BHG5NF140125D,BULON HEXAGONAL G5 9/16-UNF-5 DICRO,
>BHG5NF140140D,"BULON HEXAGONAL G5 9/16-UNF-5,1/2 DICRO",
>BHG5NF140155D,BULON HEXAGONAL G5 9/16-UNF-6 DICRO,
>BHG5NF160025D,BULON HEXAGONAL G5 5/8-UNF-1 DICRO,
>BHG5NF160032D,"BULON HEXAGONAL G5 5/8-UNF-1,1/4 DICRO",
>BHG5NF160038D,"BULON HEXAGONAL G5 5/8-UNF-1,1/2 DICRO",
>BHG5NF160044D,"BULON HEXAGONAL G5 5/8-UNF-1,3/4 DICRO",
>BHG5NF160050D,BULON HEXAGONAL G5 5/8-UNF-2 DICRO,
>BHG5NF160056D,"BULON HEXAGONAL G5 5/8-UNF-2,1/4 DICRO",
>BHG5NF160063D,"BULON HEXAGONAL G5 5/8-UNF-2,1/2 DICRO",
>BHG5NF160070D,"BULON HEXAGONAL G5 5/8-UNF-2,3/4 DICRO",
>BHG5NF160076D,BULON HEXAGONAL G5 5/8-UNF-3 DICRO,
>BHG5NF160082D,"BULON HEXAGONAL G5 5/8-UNF-3,1/4 DICRO",
>BHG5NF160090D,"BULON HEXAGONAL G5 5/8-UNF-3,1/2 DICRO",
>BHG5NF160100D,BULON HEXAGONAL G5 5/8-UNF-4 DICRO,
>BHG5NF160110D,"BULON HEXAGONAL G5 5/8-UNF-4,1/2 DICRO",
>BHG5NF160125D,BULON HEXAGONAL G5 5/8-UNF-5 DICRO,
>BHG5NF160140D,"BULON HEXAGONAL G5 5/8-UNF-5,1/2 DICRO",
>BHG5NF160155D,BULON HEXAGONAL G5 5/8-UNF-6 DICRO,
>BHG5NF160175D,BULON HEXAGONAL G5 5/8-UNF-7 DICRO,
>BHG5NF160200D,BULON HEXAGONAL G5 5/8-UNF-8 DICRO,
>BHG5NF160228D,BULON HEXAGONAL G5 5/8-UNF-9 DICRO,
>BHG5NF160254D,BULON HEXAGONAL G5 5/8-UNF-10 DICRO,
>BHG5NF190032D,"BULON HEXAGONAL G5 3/4-UNF-1,1/4 DICRO",
>BHG5NF190038D,"BULON HEXAGONAL G5 3/4-UNF-1,1/2 DICRO",
>BHG5NF190044D,"BULON HEXAGONAL G5 3/4-UNF-1,3/4 DICRO",
>BHG5NF190050D,BULON HEXAGONAL G5 3/4-UNF-2 DICRO,
>BHG5NF190056D,"BULON HEXAGONAL G5 3/4-UNF-2,1/4 DICRO",
>BHG5NF190063D,"BULON HEXAGONAL G5 3/4-UNF-2,1/2 DICRO",
>BHG5NF190070D,"BULON HEXAGONAL G5 3/4-UNF-2,3/4 DICRO",
>BHG5NF190076D,BULON HEXAGONAL G5 3/4-UNF-3 DICRO,
>BHG5NF190082D,"BULON HEXAGONAL G5 3/4-UNF-3,1/4 DICRO",
>BHG5NF190090D,"BULON HEXAGONAL G5 3/4-UNF-3,1/2 DICRO",
>BHG5NF190100D,BULON HEXAGONAL G5 3/4-UNF-4 DICRO,
>BHG5NF190110D,"BULON HEXAGONAL G5 3/4-UNF-4,1/2 DICRO",
>BHG5NF190125D,BULON HEXAGONAL G5 3/4-UNF-5 DICRO,
>BHG5NF190140D,"BULON HEXAGONAL G5 3/4-UNF-5,1/2 DICRO",
>BHG5NF190155D,BULON HEXAGONAL G5 3/4-UNF-6 DICRO,
>BHG5NF190175D,BULON HEXAGONAL G5 3/4-UNF-7 DICRO,
>BHG5NF190200D,BULON HEXAGONAL G5 3/4-UNF-8 DICRO,
>BHG5NF190228D,BULON HEXAGONAL G5 3/4-UNF-9 DICRO,
>BHG5NF190254D,BULON HEXAGONAL G5 3/4-UNF-10 DICRO,
>BHG5NF220044D,"BULON HEXAGONAL G5 7/8-UNF-1,3/4 DICRO",
>BHG5NF220050D,BULON HEXAGONAL G5 7/8-UNF-2 DICRO,
>BHG5NF220056D,"BULON HEXAGONAL G5 7/8-UNF-2,1/4 DICRO",
>BHG5NF220063D,"BULON HEXAGONAL G5 7/8-UNF-2,1/2 DICRO",
>BHG5NF220070D,"BULON HEXAGONAL G5 7/8-UNF-2,3/4 DICRO",
>BHG5NF220076D,BULON HEXAGONAL G5 7/8-UNF-3 DICRO,
>BHG5NF220082D,"BULON HEXAGONAL G5 7/8-UNF-3,1/4 DICRO",
>BHG5NF220090D,"BULON HEXAGONAL G5 7/8-UNF-3,1/2 DICRO",
>BHG5NF220100D,BULON HEXAGONAL G5 7/8-UNF-4 DICRO,
>BHG5NF220110D,"BULON HEXAGONAL G5 7/8-UNF-4,1/2 DICRO",
>BHG5NF220125D,BULON HEXAGONAL G5 7/8-UNF-5 DICRO,
>BHG5NF220140D,"BULON HEXAGONAL G5 7/8-UNF-5,1/2 DICRO",
>BHG5NF220155D,BULON HEXAGONAL G5 7/8-UNF-6 DICRO,
>BHG5NF220175D,BULON HEXAGONAL G5 7/8-UNF-7 DICRO,
>BHG5NF220200D,BULON HEXAGONAL G5 7/8-UNF-8 DICRO,
>BHG5NF220228D,BULON HEXAGONAL G5 7/8-UNF-9 DICRO,
>BHG5NF220254D,BULON HEXAGONAL G5 7/8-UNF-10 DICRO,
>BHG5NF250044D,"BULON HEXAGONAL G5 1-UNF-1,3/4 DICRO",
>BHG5NF250050D,BULON HEXAGONAL G5 1-UNF-2 DICRO,
>BHG5NF250056D,"BULON HEXAGONAL G5 1-UNF-2,1/4 DICRO",
>BHG5NF250063D,"BULON HEXAGONAL G5 1-UNF-2,1/2 DICRO",
>BHG5NF250070D,"BULON HEXAGONAL G5 1-UNF-2,3/4 DICRO",
>BHG5NF250076D,BULON HEXAGONAL G5 1-UNF-3 DICRO,
>BHG5NF250082D,"BULON HEXAGONAL G5 1-UNF-3,1/4 DICRO",
>BHG5NF250090D,"BULON HEXAGONAL G5 1-UNF-3,1/2 DICRO",
>BHG5NF250100D,BULON HEXAGONAL G5 1-UNF-4 DICRO,
>BHG5NF250110D,"BULON HEXAGONAL G5 1-UNF-4,1/2 DICRO",
>BHG5NF250125D,BULON HEXAGONAL G5 1-UNF-5 DICRO,
>BHG5NF250140D,"BULON HEXAGONAL G5 1-UNF-5,1/2 DICRO",
>BHG5NF250155D,BULON HEXAGONAL G5 1-UNF-6 DICRO,
>BHG5NF250175D,BULON HEXAGONAL G5 1-UNF-7 DICRO,
>BHG5NF250200D,BULON HEXAGONAL G5 1-UNF-8 DICRO,
>BHG5NF250228D,BULON HEXAGONAL G5 1-UNF-9 DICRO,
>BHG5NF250254D,BULON HEXAGONAL G5 1-UNF-10 DICRO,
>AG031N,ARANDELA GROWER 1/8 NAT,
>AG039N,ARANDELA GROWER 5/32 NAT,ARANDELAS PLANAS 5/32
>AG047N,ARANDELA GROWER 3/16 NAT,
>AG065N,ARANDELA GROWER 1/4 NAT,
>AG079N,ARANDELA GROWER 5/16 NAT,
>AG095N,ARANDELA GROWER 3/8 NAT,
>AG110N,ARANDELA GROWER 7/16 NAT,
>AG125N,ARANDELA GROWER 1/2 NAT,
>AG140N,ARANDELA GROWER 9/16 NAT,ARANDELAS PLANAS 9/16
>AG160N,ARANDELA GROWER 5/8 NAT,
>AG190N,ARANDELA GROWER 3/4 NAT,
>AG220N,ARANDELA GROWER 7/8 NAT,
>AG250N,ARANDELA GROWER 1 NAT,
>AG281N,ARANDELA GROWER 1 1/8 NAT,
>AG315N,ARANDELA GROWER 1 1/4 NAT,
>AG345N,ARANDELA GROWER 1 3/8 NAT,
>AG375N,ARANDELA GROWER 1 1/2 NAT,
>AG003N,ARANDELA GROWER M03 NAT,
>AG004N,ARANDELA GROWER M04 NAT,
>AG005N,ARANDELA GROWER M05 NAT,
>AG006N,ARANDELA GROWER M06 NAT,
>AG007N,ARANDELA GROWER M07 NAT,
>AG008N,ARANDELA GROWER M08 NAT,
>AG010N,ARANDELA GROWER M10 NAT,
>AG012N,ARANDELA GROWER M12 NAT,
>AG014N,ARANDELA GROWER M14 NAT,
>AG016N,ARANDELA GROWER M16 NAT,
>AG018N,ARANDELA GROWER M18 NAT,
>AG020N,ARANDELA GROWER M20 NAT,
>AG022N,ARANDELA GROWER M22 NAT,
>AG024N,ARANDELA GROWER M24 NAT,
>VR1010NC031N,VARILLA ROSCADA 1010 1/8-UNC(40) NAT,
>VR1010NC039N,VARILLA ROSCADA 1010 5/32-UNC(32) NAT,
>VR1010NC047N,VARILLA ROSCADA 1010 3/16-UNC(24) NAT,
>VR1010NC065N,VARILLA ROSCADA 1010 1/4-UNC(20) NAT,
>VR1010NC079N,VARILLA ROSCADA 1010 5/16-UNC(18) NAT,
>VR1010NC095N,VARILLA ROSCADA 1010 3/8-UNC(16) NAT,
>VR1010NC110N,VARILLA ROSCADA 1010 7/16-UNC(14) NAT,
>VR1010NC125N,VARILLA ROSCADA 1010 1/2-UNC(12) NAT,
>VR1010NC140N,VARILLA ROSCADA 1010 9/16-UNC(12) NAT,
>VR1010NC160N,VARILLA ROSCADA 1010 5/8-UNC(11) NAT,
>VR1010NC190N,VARILLA ROSCADA 1010 3/4-UNC(10) NAT,
>VR1010NC220N,VARILLA ROSCADA 1010 7/8-UNC(9) NAT,
>VR1010NC250N,VARILLA ROSCADA 1010 1-UNC(8) NAT,
>VR1010NC281N,VARILLA ROSCADA 1010 1 1/8-UNC(7) NAT,
>VR1010NC315N,VARILLA ROSCADA 1010 1 1/4-UNC(7) NAT,
>VR1010NC375N,VARILLA ROSCADA 1010 1 1/2-UNC(6) NAT,
>VR1010NC440N,VARILLA ROSCADA 1010 1 3/4-UNC(5) NAT,
>VR1010NC500N,"VARILLA ROSCADA 1010 2-UNC(4,50) NAT",
>VR1010NC031Z,VARILLA ROSCADA 1010 1/8-UNC(40) ZINC,
>VR1010NC039Z,VARILLA ROSCADA 1010 5/32-UNC(32) ZINC,
>VR1010NC047Z,VARILLA ROSCADA 1010 3/16-UNC(24) ZINC,
>VR1010NC065Z,VARILLA ROSCADA 1010 1/4-UNC(20) ZINC,
>VR1010NC079Z,VARILLA ROSCADA 1010 5/16-UNC(18) ZINC,
>VR1010NC095Z,VARILLA ROSCADA 1010 3/8-UNC(16) ZINC,
>VR1010NC110Z,VARILLA ROSCADA 1010 7/16-UNC(14) ZINC,
>VR1010NC125Z,VARILLA ROSCADA 1010 1/2-UNC(13) ZINC,
>VR1010NC140Z,VARILLA ROSCADA 1010 9/16-UNC(12) ZINC,
>VR1010NC160Z,VARILLA ROSCADA 1010 5/8-UNC(11) ZINC,
>VR1010NC190Z,VARILLA ROSCADA 1010 3/4-UNC(10) ZINC,
>VR1010NC220Z,VARILLA ROSCADA 1010 7/8-UNC(9) ZINC,
>VR1010NC250Z,VARILLA ROSCADA 1010 1-UNC(8) ZINC,
>VR1010NC281Z,VARILLA ROSCADA 1010 1 1/8-UNC(7) ZINC,
>VR1010NC315Z,VARILLA ROSCADA 1010 1 1/4-UNC(7) ZINC,
>VR1010NC375Z,VARILLA ROSCADA 1010 1 1/2-UNC(6) ZINC,
>VR1010NC440Z,VARILLA ROSCADA 1010 1 3/4-UNC(5) ZINC,
>VR1010NC500Z,"VARILLA ROSCADA 1010 2-UNC(4,50) ZINC",
>VR1010NF047N,VARILLA ROSCADA 1010 3/16-UNF(32) NAT,
>VR1010NF065N,VARILLA ROSCADA 1010 1/4-UNF(28) NAT,
>VR1010NF079N,VARILLA ROSCADA 1010 5/16-UNF(24) NAT,
>VR1010NF095N,VARILLA ROSCADA 1010 3/8-UNF(24) NAT,
>VR1010NF110N,VARILLA ROSCADA 1010 7/16-UNF(20) NAT,
>VR1010NF125N,VARILLA ROSCADA 1010 1/2-UNF(20) NAT,
>VR1010NF140N,VARILLA ROSCADA 1010 9/16-UNF(18) NAT,
>VR1010NF160N,VARILLA ROSCADA 1010 5/8-UNF(16) NAT,
>VR1010NF190N,VARILLA ROSCADA 1010 3/4-UNF(16) NAT,
>VR1010NF220N,VARILLA ROSCADA 1010 7/8-UNF(14) NAT,
>VR1010NF250N,VARILLA ROSCADA 1010 1-UNF(14) NAT,
>VR1010MA04N,"VARILLA ROSCADA 1010 M04-0,7 NAT",
>VR1010MA05N,"VARILLA ROSCADA 1010 M05-0,8 NAT",
>VR1010MA06N,VARILLA ROSCADA 1010 M06-1 NAT,
>VR1010MA07N,VARILLA ROSCADA 1010 M07-1 NAT,
>VR1010MA08N,"VARILLA ROSCADA 1010 M08-1,25 NAT",
>VR1010MA10N,"VARILLA ROSCADA 1010 M10-1,5 NAT",
>VR1010MA12N,"VARILLA ROSCADA 1010 M12-1,75 NAT",
>VR1010MA14N,VARILLA ROSCADA 1010 M14-2 NAT,
>VR1010MA16N,VARILLA ROSCADA 1010 M16-2 NAT,
>VR1010MA18N,"VARILLA ROSCADA 1010 M18-2,5 NAT",
>VR1010MA20N,"VARILLA ROSCADA 1010 M20-2,5 NAT",
>VR1010MA22N,"VARILLA ROSCADA 1010 M22-2,5 NAT",
>VR1010MA24N,VARILLA ROSCADA 1010 M24-3 NAT,
>VR1010MA27N,VARILLA ROSCADA 1010 M27-3 NAT,
>VR1010MA30N,"VARILLA ROSCADA 1010 M30-3,5 NAT",
>VR1010MA04Z,"VARILLA ROSCADA 1010 M04-0,7 ZINC",
>VR1010MA05Z,"VARILLA ROSCADA 1010 M05-0,8 ZINC",
>VR1010MA06Z,VARILLA ROSCADA 1010 M06-1 ZINC,
>VR1010MA07Z,VARILLA ROSCADA 1010 M07-1 ZINC,
>VR1010MA08Z,"VARILLA ROSCADA 1010 M08-1,25 ZINC",
>VR1010MA10Z,"VARILLA ROSCADA 1010 M10-1,5 ZINC",
>VR1010MA12Z,"VARILLA ROSCADA 1010 M12-1,75 ZINC",
>VR1010MA14Z,VARILLA ROSCADA 1010 M14-2 ZINC,
>VR1010MA16Z,VARILLA ROSCADA 1010 M16-2 ZINC,
>VR1010MA18Z,"VARILLA ROSCADA 1010 M18-2,5 ZINC",
>VR1010MA20Z,"VARILLA ROSCADA 1010 M20-2,5 ZINC",
>VR1010MA22Z,"VARILLA ROSCADA 1010 M22-2,5 ZINC",
>VR1010MA24Z,VARILLA ROSCADA 1010 M24-3 ZINC,
>VR1010MA27Z,VARILLA ROSCADA 1010 M27-3 ZINC,
>VR1010MA30Z,"VARILLA ROSCADA 1010 M30-3,5 ZINC",
>TIHG2NC047025Z,TIRAFONDO G2 3/16-UNC-1 ZINC,
>TIHG2NC047032Z,"TIRAFONDO G2 3/16-UNC-1,1/4 ZINC",
>TIHG2NC047038Z,"TIRAFONDO G2 3/16-UNC-1,1/2 ZINC",
>TIHG2NC047044Z,"TIRAFONDO G2 3/16-UNC-1,3/4 ZINC",
>TIHG2NC047050Z,TIRAFONDO G2 3/16-UNC-2 ZINC,
>TIHG2NC047056Z,"TIRAFONDO G2 3/16-UNC-2,1/4 ZINC",
>TIHG2NC047060Z,"TIRAFONDO G2 3/16-UNC-2,3/8 ZINC",
>TIHG2NC047063Z,"TIRAFONDO G2 3/16-UNC-2,1/2 ZINC",
>TIHG2NC047070Z,"TIRAFONDO G2 3/16-UNC-2,3/4 ZINC",
>TIHG2NC047076Z,TIRAFONDO G2 3/16-UNC-3 ZINC,
>TIHG2NC065025Z,TIRAFONDO G2 1/4-UNC-1 ZINC,
>TIHG2NC065032Z,"TIRAFONDO G2 1/4-UNC-1,1/4 ZINC",
>TIHG2NC065038Z,"TIRAFONDO G2 1/4-UNC-1,1/2 ZINC",
>TIHG2NC065044Z,"TIRAFONDO G2 1/4-UNC-1,3/4 ZINC",
>TIHG2NC065050Z,TIRAFONDO G2 1/4-UNC-2 ZINC,
>TIHG2NC065056Z,"TIRAFONDO G2 1/4-UNC-2,1/4 ZINC",
>TIHG2NC065060Z,"TIRAFONDO G2 1/4-UNC-2,3/8 ZINC",
>TIHG2NC065063Z,"TIRAFONDO G2 1/4-UNC-2,1/2 ZINC",
>TIHG2NC065070Z,"TIRAFONDO G2 1/4-UNC-2,3/4 ZINC",
>TIHG2NC065076Z,TIRAFONDO G2 1/4-UNC-3 ZINC,
>TIHG2NC065082Z,"TIRAFONDO G2 1/4-UNC-3,1/4 ZINC",
>TIHG2NC065090Z,"TIRAFONDO G2 1/4-UNC-3,1/2 ZINC",
>TIHG2NC065100Z,TIRAFONDO G2 1/4-UNC-4 ZINC,
>TIHG2NC065110Z,"TIRAFONDO G2 1/4-UNC-4,1/2 ZINC",
>TIHG2NC065125Z,TIRAFONDO G2 1/4-UNC-5 ZINC,
>TIHG2NC065140Z,"TIRAFONDO G2 1/4-UNC-5,1/2 ZINC",
>TIHG2NC065155Z,TIRAFONDO G2 1/4-UNC-6 ZINC,
>TIHG2NC079025Z,TIRAFONDO G2 5/16-UNC-1 ZINC,
>TIHG2NC079032Z,"TIRAFONDO G2 5/16-UNC-1,1/4 ZINC",
>TIHG2NC079038Z,"TIRAFONDO G2 5/16-UNC-1,1/2 ZINC",
>TIHG2NC079044Z,"TIRAFONDO G2 5/16-UNC-1,3/4 ZINC",
>TIHG2NC079050Z,TIRAFONDO G2 5/16-UNC-2 ZINC,
>TIHG2NC079056Z,"TIRAFONDO G2 5/16-UNC-2,1/4 ZINC",
>TIHG2NC079063Z,"TIRAFONDO G2 5/16-UNC-2,1/2 ZINC",
>TIHG2NC079070Z,"TIRAFONDO G2 5/16-UNC-2,3/4 ZINC",
>TIHG2NC079076Z,TIRAFONDO G2 5/16-UNC-3 ZINC,
>TIHG2NC079082Z,"TIRAFONDO G2 5/16-UNC-3,1/4 ZINC",
