codigo,tipo,forma,diametro,paso,largo,grado,sistema,sistema_rosca,acabado,precio_unitario,proveedor,descripcion
107.146.1321,bulón,,1/4,,3/4,,imperial,,,142.004349,efepe,BULON P/CORREA C/TUERCA  CAB.21  1/4 x 3/4 -frc/gr- (cant.500/2000)
107.146.1322,bulón,,1/4,,7/8,,imperial,,,149.5973,efepe,BULON P/CORREA C/TUERCA  CAB.21  1/4 x 7/8 -frc/gr- (cant.200/1200)
107.146.1323,bulón,,1/4,,1,,imperial,,,153.151448,efepe,BULON P/CORREA C/TUERCA  CAB.21  1/4 x 1 -frc/gr- (cant.200/1200)
107.146.1325,bulón,,1/4,,1.1/4,,imperial,,,161.390608,efepe,BULON P/CORREA C/TUERCA  CAB.21  1/4 x 1.1/4 -frc/gr- (cant.200/1200)
107.146.1326,bulón,,1/4,,1.1/2,,imperial,,,170.92218499999998,efepe,BULON P/CORREA C/TUERCA  CAB.21  1/4 x 1.1/2 -frc/gr- (cant.200/1200)
107.146.1327,bulón,,1/4,,1.3/4,,imperial,,,182.715493,efepe,BULON P/CORREA C/TUERCA  CAB.21  1/4 x 1.3/4 -frc/gr- (cant.200/1200)
107.146.1328,bulón,,1/4,,2,,imperial,,,217.933864,efepe,BULON P/CORREA C/TUERCA  CAB.21  1/4 X 2 -frc/gr- (cant.200/1200)
107.146.1521,bulón,,5/16,,3/4,,imperial,,,294.509588,efepe,BULON P/CORREA C/TUERCA  CAB.27  5/16 x 3/4 -frc/gr- (cant.200/800)
107.146.1522,bulón,,5/16,,7/8,,imperial,,,306.94910400000003,efepe,BULON P/CORREA C/TUERCA  CAB.27  5/16 x 7/8 -frc/gr- (cant.200/800)
107.146.1523,bulón,,5/16,,1,,imperial,,,315.834473,efepe,BULON P/CORREA C/TUERCA  CAB.27  5/16 x 1 -frc/gr- (cant.200/800)
107.146.1525,bulón,,5/16,,1.1/4,,imperial,,,325.204498,efepe,BULON P/CORREA C/TUERCA  CAB.27  5/16 x 1.1/4 -frc/gr- (cant.200/800)
107.146.1526,bulón,,5/16,,1.1/2,,imperial,,,331.181928,efepe,BULON P/CORREA C/TUERCA  CAB.27  5/16 x 1.1/2 -frc/gr- (cant.200/800)
107.146.1527,bulón,,5/16,,1.3/4,,imperial,,,381.747754,efepe,BULON P/CORREA C/TUERCA  CAB.27  5/16 x 1.3/4 -frc/gr- (cant.200/800)
107.146.1528,bulón,,5/16,,2,,imperial,,,361.715286,efepe,BULON P/CORREA C/TUERCA  CAB.27  5/16 x 2 -frc/gr- (cant.100/600)
107.146.1623,bulón,,3/8,,1,,imperial,,,584.657267,efepe,BULON P/CORREA C/TUERCA  CAB.34  3/8 x 1 -frc/gr- (cant.100/600)
107.146.1625,bulón,,3/8,,1.1/4,,imperial,,,598.2276479999999,efepe,BULON P/CORREA C/TUERCA  CAB.34  3/8 x 1.1/4 -frc/gr- (cant.100/600)
107.146.1626,bulón,,3/8,,1.1/2,,imperial,,,679.811489,efepe,BULON P/CORREA C/TUERCA  CAB.34  3/8 x 1.1/2 -frc/gr- (cant.100/400)
107.146.1627,bulón,,3/8,,1.3/4,,imperial,,,693.3818709999999,efepe,BULON P/CORREA C/TUERCA  CAB.34  3/8 x 1.3/4 -frc/gr- (cant.100/400)
107.146.1628,bulón,,3/8,,2,,imperial,,,747.8249490000001,efepe,BULON P/CORREA C/TUERCA  CAB.34  3/8 x 2 -frc/gr- (cant.100/400)
107.373.1530,bulón,,16,,90,90,métrico,,,335.934927,efepe,BULON P/CAMA C/TCA DI 5/16x 90  GR x 650
107.372.1530,bulón,,16,,90,,métrico,,,363.926147,efepe,BULON P/CAMA C/TCA DI 5/16x 90 cant 70
107.373.1532,bulón,,16,,100,100,métrico,,,362.413067,efepe,BULON P/CAMA C/TCA DI 5/16x100  GR x600
107.372.1532,bulón,,16,,100,,métrico,,,392.610534,efepe,BULON P/CAMA C/TCA DI 5/16x100 cant 70
107.373.1534,bulón,,16,,110,,métrico,,,389.054019,efepe,BULON P/CAMA C/TCA DI 5/16x110 -GR- (cant.550)
107.372.1534,bulón,,16,,110,,métrico,,,421.471299,efepe,BULON P/CAMA C/TCA DI 5/16x110 cant 50
107.373.1536,bulón,,16,,120,120,métrico,,,389.054019,efepe,BULON P/CAMA C/TCA DI 5/16x120  GR x 500
107.372.1536,bulón,,16,,120,,métrico,,,421.471299,efepe,BULON P/CAMA C/TCA DI 5/16x120 cant  50
107.373.1537,bulón,,16,,125,125,métrico,,,424.304241,efepe,BULON P/CAMA C/TCA DI 5/16x125  GR x 500
107.372.1537,bulón,,16,,125,,métrico,,,459.658687,efepe,BULON P/CAMA C/TCA DI 5/16x125 cant  50
107.373.1538,bulón,,16,,130,130,métrico,,,424.304241,efepe,BULON P/CAMA C/TCA DI 5/16x130  GR x 450
107.372.1538,bulón,,16,,130,,métrico,,,459.658687,efepe,BULON P/CAMA C/TCA DI 5/16x130 cant  50
107.373.1540,bulón,,16,,140,140,métrico,,,459.717274,efepe,BULON P/CAMA C/TCA DI 5/16x140  GR x 450
107.372.1540,bulón,,16,,140,,métrico,,,498.022453,efepe,BULON P/CAMA C/TCA DI 5/16x140 cant  50
107.373.1542,bulón,,16,,150,150,métrico,,,495.130308,efepe,BULON P/CAMA C/TCA DI 5/16x150  GR x 450
107.372.1542,bulón,,16,,150,,métrico,,,536.386219,efepe,BULON P/CAMA C/TCA DI 5/16x150 cant  50
107.373.1544,bulón,,16,,160,160,métrico,,,648.972642,efepe,BULON P/CAMA C/TCA DI 5/16x160  GR x 450
107.372.1544,bulón,,16,,160,,métrico,,,703.0472100000001,efepe,BULON P/CAMA C/TCA DI 5/16x160 cant  50
107.373.1546,bulón,,16,,170,170,métrico,,,713.8696309999999,efepe,BULON P/CAMA C/TCA DI 5/16x170  GR x 400
107.372.1546,bulón,,16,,170,,métrico,,,773.351632,efepe,BULON P/CAMA C/TCA DI 5/16x170 cant  50
107.372.1548,bulón,,16,,180,,métrico,,,591.819813,efepe,BULON P/CAMA C/TCA DI 5/16X180  cant 50
107.373.1548,bulón,,16,,180,180,métrico,,,546.300252,efepe,BULON P/CAMA C/TCA DI 5/16X180  GR x 400
107.148.4248,bulón,hexagonal,06,,10,10.9,métrico,,,44.930461,efepe,BULON HEX 10.9 NG MA   06 x 10  500 / 6000
107.148.4252,bulón,hexagonal,06,,12,10.9,métrico,,,49.366271,efepe,BULON HEX 10.9 NG MA   06 x 12  500 / 6000
107.148.4215,bulón,hexagonal,06,,16,10.9,métrico,,,58.380981,efepe,BULON HEX 10.9 NG MA   06 x 16  500 / 4000
107.148.4216,bulón,hexagonal,06,,20,10.9,métrico,,,65.106241,efepe,BULON HEX 10.9 NG MA   06 x 20  500 / 4000
107.148.4217,bulón,hexagonal,06,,25,10.9,métrico,,,74.120952,efepe,BULON HEX 10.9 NG MA   06 x 25  500 / 4000
107.148.4218,bulón,hexagonal,06,,30,10.9,métrico,,,84.28038699999999,efepe,BULON HEX 10.9 NG MA   06 x 30  200 / 2400
107.148.4219,bulón,hexagonal,06,,35,10.9,métrico,,,89.86092199999999,efepe,BULON HEX 10.9 NG MA   06 x 35  200 / 1600
107.148.4220,bulón,hexagonal,06,,40,10.9,métrico,,,101.021992,efepe,BULON HEX 10.9 NG MA   06 x 40  200 / 1600
107.148.4221,bulón,hexagonal,06,,45,10.9,métrico,,,112.326152,efepe,BULON HEX 10.9 NG MA   06 x 45  200 / 1600
107.148.4222,bulón,hexagonal,06,,50,10.9,métrico,,,123.487222,efepe,BULON HEX 10.9 NG MA   06 x 50  200 / 1600
107.148.4452,bulón,hexagonal,08,,12,10.9,métrico,,,94.859067,efepe,BULON HEX 10.9 NG MA   08 x 12  200 / 6000
107.148.4415,bulón,hexagonal,08,,16,10.9,métrico,,,107.604161,efepe,BULON HEX 10.9 NG MA   08 x 16  200 / 2400
107.148.4416,bulón,hexagonal,08,,20,10.9,métrico,,,117.906687,efepe,BULON HEX 10.9 NG MA   08 x 20  200 / 1600
107.148.4417,bulón,hexagonal,08,,25,10.9,métrico,,,133.217386,efepe,BULON HEX 10.9 NG MA   08 x 25  200 / 1600
107.148.4418,bulón,hexagonal,08,,30,10.9,métrico,,,148.528084,efepe,BULON HEX 10.9 NG MA   08 x 30  200 / 1600
107.148.4419,bulón,hexagonal,08,,35,10.9,métrico,,,163.981873,efepe,BULON HEX 10.9 NG MA   08 x 35  200 / 1600
107.148.4420,bulón,hexagonal,08,,40,10.9,métrico,,,184.443835,efepe,BULON HEX 10.9 NG MA   08 x 40  200 / 1200
107.148.4421,bulón,hexagonal,08,,45,10.9,métrico,,,194.746361,efepe,BULON HEX 10.9 NG MA   08 x 45  200 / 1200
107.148.4422,bulón,hexagonal,08,,50,10.9,métrico,,,215.208323,efepe,BULON HEX 10.9 NG MA   08 x 50  200 / 800
107.148.4424,bulón,hexagonal,08,,60,10.9,métrico,,,274.266433,efepe,BULON HEX 10.9 NG MA   08 x 60  100 / 600
107.148.4426,bulón,hexagonal,08,,70,10.9,métrico,,,316.393286,efepe,BULON HEX 10.9 NG MA   08 x 70  100 / 600
107.148.4428,bulón,hexagonal,08,,80,10.9,métrico,,,358.66743499999995,efepe,BULON HEX 10.9 NG MA   08 x 80  100 / 600
107.148.4430,bulón,hexagonal,08,,90,10.9,métrico,,,400.794288,efepe,BULON HEX 10.9 NG MA   08 x 90  100 / 600
107.148.4432,bulón,hexagonal,08,,100,10.9,métrico,,,443.068438,efepe,BULON HEX 10.9 NG MA   08 x 100  100 / 400
107.148.4615,bulón,hexagonal,10,,16,10.9,métrico,,,194.746361,efepe,BULON HEX 10.9 NG MA   10 x 16  200 / 1600
107.148.4616,bulón,hexagonal,10,,20,10.9,métrico,,,215.208323,efepe,BULON HEX 10.9 NG MA   10 x 20  200 / 1200
107.148.4617,bulón,hexagonal,10,,25,10.9,métrico,,,240.821547,efepe,BULON HEX 10.9 NG MA   10 x 25  200 / 1200
107.148.4618,bulón,hexagonal,10,,30,10.9,métrico,,,266.434772,efepe,BULON HEX 10.9 NG MA   10 x 30  100 / 800
107.148.4619,bulón,hexagonal,10,,35,10.9,métrico,,,286.896733,efepe,BULON HEX 10.9 NG MA   10 x 35  100 / 800
107.148.4620,bulón,hexagonal,10,,40,10.9,métrico,,,317.661221,efepe,BULON HEX 10.9 NG MA   10 x 40  100 / 800
107.148.4621,bulón,hexagonal,10,,45,10.9,métrico,,,338.12318200000004,efepe,BULON HEX 10.9 NG MA   10 x 45  100 / 600
107.148.4622,bulón,hexagonal,10,,50,10.9,métrico,,,368.88767,efepe,BULON HEX 10.9 NG MA   10 x 50  100 / 600
107.148.4624,bulón,hexagonal,10,,60,10.9,métrico,,,464.131864,efepe,BULON HEX 10.9 NG MA   10 x 60  100 / 400
107.148.4626,bulón,hexagonal,10,,70,10.9,métrico,,,527.4694400000001,efepe,BULON HEX 10.9 NG MA   10 x 70  100 / 400
107.148.4628,bulón,hexagonal,10,,80,10.9,métrico,,,590.659719,efepe,BULON HEX 10.9 NG MA   10 x 80  100 / 400
107.148.4630,bulón,hexagonal,10,,90,10.9,métrico,,,653.997295,efepe,BULON HEX 10.9 NG MA   10 x 90  100 / 400
107.148.4632,bulón,hexagonal,10,,100,10.9,métrico,,,717.334871,efepe,BULON HEX 10.9 NG MA   10 x 100  50 / 200
107.148.4634,bulón,hexagonal,10,,110,10.9,métrico,,,780.5251499999999,efepe,BULON HEX 10.9 NG MA   10 x 110  50 / 200
107.148.4636,bulón,hexagonal,10,,120,10.9,métrico,,,843.862726,efepe,BULON HEX 10.9 NG MA   10 x 120  50 / 200
107.148.5016,bulón,hexagonal,12,,20,10.9,métrico,,,312.509958,efepe,BULON HEX 10.9 NG MA   12 x 20  200 / 800
107.148.5017,bulón,hexagonal,12,,25,10.9,métrico,,,348.425708,efepe,BULON HEX 10.9 NG MA   12 x 25  100 / 800
107.148.5018,bulón,hexagonal,12,,30,10.9,métrico,,,379.190196,efepe,BULON HEX 10.9 NG MA   12 x 30  100 / 600
107.148.5019,bulón,hexagonal,12,,35,10.9,métrico,,,420.114119,efepe,BULON HEX 10.9 NG MA   12 x 35  100 / 600
107.148.5020,bulón,hexagonal,12,,40,10.9,métrico,,,450.878607,efepe,BULON HEX 10.9 NG MA   12 x 40  100 / 600
107.148.5021,bulón,hexagonal,12,,45,10.9,métrico,,,491.80253,efepe,BULON HEX 10.9 NG MA   12 x 45  100 / 400
107.148.5022,bulón,hexagonal,12,,50,10.9,métrico,,,532.869543,efepe,BULON HEX 10.9 NG MA   12 x 50  100 / 400
107.148.5024,bulón,hexagonal,12,,60,10.9,métrico,,,653.997295,efepe,BULON HEX 10.9 NG MA   12 x 60  50 / 300
107.148.5026,bulón,hexagonal,12,,70,10.9,métrico,,,759.461723,efepe,BULON HEX 10.9 NG MA   12 x 70  50 / 300
107.148.5028,bulón,hexagonal,12,,80,10.9,métrico,,,843.862726,efepe,BULON HEX 10.9 NG MA   12 x 80  50 / 300
107.148.5030,bulón,hexagonal,12,,90,10.9,métrico,,,949.327154,efepe,BULON HEX 10.9 NG MA   12 x 90  50 / 200
107.148.5032,bulón,hexagonal,12,,100,10.9,métrico,,,1033.728156,efepe,BULON HEX 10.9 NG MA   12 x 100  50 / 200
107.148.5034,bulón,hexagonal,12,,110,10.9,métrico,,,1118.129159,efepe,BULON HEX 10.9 NG MA   12 x 110  50 / 200
107.148.5036,bulón,hexagonal,12,,120,10.9,métrico,,,1181.319438,efepe,BULON HEX 10.9 NG MA   12 x 120  50 / 200
107.148.5038,bulón,hexagonal,12,,130,10.9,métrico,,,1286.931163,efepe,BULON HEX 10.9 NG MA   12 x 130  50 / 200
107.148.5040,bulón,hexagonal,12,,140,10.9,métrico,,,1371.184869,efepe,BULON HEX 10.9 NG MA   12 x 140  50 / 200
107.148.5042,bulón,hexagonal,12,,150,10.9,métrico,,,1455.585871,efepe,BULON HEX 10.9 NG MA   12 x 150  50 / 200
107.148.5719,bulón,hexagonal,16,,35,10.9,métrico,,,860.6902,efepe,BULON HEX 10.9 NG MA   16 x 35  50 / 300
107.148.5720,bulón,hexagonal,16,,40,10.9,métrico,,,881.295252,efepe,BULON HEX 10.9 NG MA   16 x 40  50 / 300
107.148.5721,bulón,hexagonal,16,,45,10.9,métrico,,,963.143098,efepe,BULON HEX 10.9 NG MA   16 x 45  50 / 300
107.148.5722,bulón,hexagonal,16,,50,10.9,métrico,,,1024.672073,efepe,BULON HEX 10.9 NG MA   16 x 50  50 / 200
107.148.5724,bulón,hexagonal,16,,60,10.9,métrico,,,1265.72044,efepe,BULON HEX 10.9 NG MA   16 x 60  50 / 200
107.148.5726,bulón,hexagonal,16,,70,10.9,métrico,,,1392.395592,efepe,BULON HEX 10.9 NG MA   16 x 70  50 / 200
107.148.5728,bulón,hexagonal,16,,80,10.9,métrico,,,1582.261023,efepe,BULON HEX 10.9 NG MA   16 x 80  20 / 160
107.148.5730,bulón,hexagonal,16,,90,10.9,métrico,,,1740.457665,efepe,BULON HEX 10.9 NG MA   16 x 90  20 / 120
107.148.5732,bulón,hexagonal,16,,100,10.9,métrico,,,1951.386523,efepe,BULON HEX 10.9 NG MA   16 x 100  20 / 120
107.148.5734,bulón,hexagonal,16,,110,10.9,métrico,,,2056.850951,efepe,BULON HEX 10.9 NG MA   16 x 110  20 / 120
107.148.5736,bulón,hexagonal,16,,120,10.9,métrico,,,2215.047594,efepe,BULON HEX 10.9 NG MA   16 x 120  20 / 120
107.148.5738,bulón,hexagonal,16,,130,10.9,métrico,,,2373.2442370000003,efepe,BULON HEX 10.9 NG MA   16 x 130  20 / 120
107.148.5740,bulón,hexagonal,16,,140,10.9,métrico,,,2531.588177,efepe,BULON HEX 10.9 NG MA   16 x 140  20 / 80
107.148.5742,bulón,hexagonal,16,,150,10.9,métrico,,,2689.7848200000003,efepe,BULON HEX 10.9 NG MA   16 x 150  20 / 80
107.148.6318,bulón,hexagonal,20,,30,10.9,métrico,,,1373.097781,efepe,BULON HEX 10.9 NG MA   20 x 30  50 / 200
107.148.6020,bulón,hexagonal,20,,40,10.9,métrico,,,1578.003578,efepe,BULON HEX 10.9 NG MA   20 x 40  50 / 200
107.148.6322,bulón,hexagonal,20,,50,10.9,métrico,,,1793.2119,efepe,BULON HEX 10.9 NG MA   20 x 50  20 / 120
107.148.6324,bulón,hexagonal,20,,60,10.9,métrico,,,2109.583166,efepe,BULON HEX 10.9 NG MA   20 x 60  20 / 120
107.148.6326,bulón,hexagonal,20,,70,10.9,métrico,,,2373.2442370000003,efepe,BULON HEX 10.9 NG MA   20 x 70  20 / 120
107.148.6328,bulón,hexagonal,20,,80,10.9,métrico,,,2637.052605,efepe,BULON HEX 10.9 NG MA   20 x 80  20 / 80
107.148.6330,bulón,hexagonal,20,,90,10.9,métrico,,,2847.981462,efepe,BULON HEX 10.9 NG MA   20 x 90  20 / 80
107.148.6332,bulón,hexagonal,20,,100,10.9,métrico,,,3111.642534,efepe,BULON HEX 10.9 NG MA   20 x 100  20 / 80
107.148.6334,bulón,hexagonal,20,,110,10.9,métrico,,,3354.240179,efepe,BULON HEX 10.9 NG MA   20 x 110  20 / 80
107.148.6336,bulón,hexagonal,20,,120,10.9,métrico,,,3639.111974,efepe,BULON HEX 10.9 NG MA   20 x 120  20 / 80
107.148.6338,bulón,hexagonal,20,,130,10.9,métrico,,,3850.040831,efepe,BULON HEX 10.9 NG MA   20 x 130  20 / 80
107.148.6340,bulón,hexagonal,20,,140,10.9,métrico,,,4113.701902,efepe,BULON HEX 10.9 NG MA   20 x 140  20 / 80
107.148.6342,bulón,hexagonal,20,,150,10.9,imperial,,,4430.242485,efepe,BULON HEX 10.9 NG MA   20 x 150  cant 10/60
107.148.1521,bulón,hexagonal,5/16,,3/4,G8,imperial,UNC,,113.757059,efepe,BULON HEX G8 NG UNC (18) 5/16 x 3/4  200 / 2400
107.148.1523,bulón,hexagonal,5/16,,1,G8,imperial,UNC,,130.069392,efepe,BULON HEX G8 NG UNC (18) 5/16 x 1  200 / 1600
107.148.1525,bulón,hexagonal,5/16,,1.1/4,G8,imperial,UNC,,151.676078,efepe,BULON HEX G8 NG UNC (18) 5/16 x 1.1/4  200 / 1600
107.148.1526,bulón,hexagonal,5/16,,1.1/2,G8,imperial,UNC,,173.42585599999998,efepe,BULON HEX G8 NG UNC (18) 5/16 x 1.1/2  200 / 1600
107.148.1527,bulón,hexagonal,5/16,,1.3/4,G8,imperial,UNC,,195.032542,efepe,BULON HEX G8 NG UNC (18) 5/16 x 1.3/4  200 / 1200
107.148.1528,bulón,hexagonal,5/16,,2,G8,imperial,UNC,,211.344875,efepe,BULON HEX G8 NG UNC (18) 5/16 x 2  200 / 1200
107.148.1530,bulón,hexagonal,5/16,,2.1/2,G8,imperial,UNC,,292.620359,efepe,BULON HEX G8 NG UNC (18) 5/16 x 2.1/2  100 / 800
107.148.1531,bulón,hexagonal,5/16,,2.3/4,G8,imperial,UNC,,314.370136,efepe,BULON HEX G8 NG UNC (18) 5/16 x 2.3/4  100 / 600
107.148.1532,bulón,hexagonal,5/16,,3,G8,imperial,UNC,,335.976823,efepe,BULON HEX G8 NG UNC (18) 5/16 x 3  100 / 600
107.148.1534,bulón,hexagonal,5/16,,3.1/2,G8,imperial,UNC,,385.772365,efepe,BULON HEX G8 NG UNC (18) 5/16 x 3.1/2  100 / 400
107.148.1536,bulón,hexagonal,5/16,,4,G8,imperial,UNC,,444.296437,efepe,BULON HEX G8 NG UNC (18) 5/16 x 4  100 / 400
107.148.1538,bulón,hexagonal,5/16,,5,G8,imperial,UNC,,541.884254,efepe,BULON HEX G8 NG UNC (18) 5/16 x 5  100 / 400
107.148.1540,bulón,hexagonal,5/16,,6,G8,imperial,UNC,,639.47207,efepe,BULON HEX G8 NG UNC (18) 5/16 x 6  100 / 400
107.148.1623,bulón,hexagonal,3/8,,1,G8,imperial,UNC,,200.469987,efepe,BULON HEX G8 NG UNC (16) 3/8 x 1  200 / 1200
107.148.1625,bulón,hexagonal,3/8,,1.1/4,G8,imperial,UNC,,227.657208,efepe,BULON HEX G8 NG UNC (16) 3/8 x 1.1/4  200 / 1200
107.148.1626,bulón,hexagonal,3/8,,1.1/2,G8,imperial,UNC,,260.138784,efepe,BULON HEX G8 NG UNC (16) 3/8 x 1.1/2  200 / 1000
107.148.1627,bulón,hexagonal,3/8,,1.3/4,G8,imperial,UNC,,292.620359,efepe,BULON HEX G8 NG UNC (16) 3/8 x 1.3/4  200 / 800
107.148.1628,bulón,hexagonal,3/8,,2,G8,imperial,UNC,,319.66449,efepe,BULON HEX G8 NG UNC (16) 3/8 x 2  200 / 800
107.148.1629,bulón,hexagonal,3/8,,2.1/4,G8,imperial,UNC,,379.333287,efepe,BULON HEX G8 NG UNC (16) 3/8 x 2.1/4  100 / 600
107.148.1630,bulón,hexagonal,3/8,,2.1/2,G8,imperial,UNC,,411.814862,efepe,BULON HEX G8 NG UNC (16) 3/8 x 2.1/2  100 / 600
107.148.1631,bulón,hexagonal,3/8,,2.3/4,G8,imperial,UNC,,455.171326,efepe,BULON HEX G8 NG UNC (16) 3/8 x 2.3/4  100 / 400
107.148.1632,bulón,hexagonal,3/8,,3,G8,imperial,UNC,,498.52779,efepe,BULON HEX G8 NG UNC (16) 3/8 x 3  100 / 400
107.148.1634,bulón,hexagonal,3/8,,3.1/2,G8,imperial,UNC,,552.759142,efepe,BULON HEX G8 NG UNC (16) 3/8 x 3.1/2  100 / 400
107.148.1636,bulón,hexagonal,3/8,,4,G8,imperial,UNC,,639.47207,efepe,BULON HEX G8 NG UNC (16) 3/8 x 4  100 / 400
107.148.1637,bulón,hexagonal,3/8,,4.1/2,G8,imperial,UNC,,715.3101089999999,efepe,BULON HEX G8 NG UNC (16) 3/8 x 4.1/2 50 / 400
107.148.1638,bulón,hexagonal,3/8,,5,G8,imperial,UNC,,780.27326,efepe,BULON HEX G8 NG UNC (16) 3/8 x 5  50 / 300
107.148.1640,bulón,hexagonal,3/8,,6,G8,imperial,UNC,,932.092429,efepe,BULON HEX G8 NG UNC (16) 3/8 x 6 cant 50
107.148.1923,bulón,hexagonal,1/2,,1,G8,imperial,UNC,,400.939973,efepe,BULON HEX G8 NG UNC (13) 1/2 x 1  100/800
107.148.1925,bulón,hexagonal,1/2,,1.1/4,G8,imperial,UNC,,455.171326,efepe,BULON HEX G8 NG UNC (13) 1/2 x 1.1/4  100 / 500
107.148.1926,bulón,hexagonal,1/2,,1.1/2,G8,imperial,UNC,,498.52779,efepe,BULON HEX G8 NG UNC (13) 1/2 x 1.1/2  100 / 500
107.148.1927,bulón,hexagonal,1/2,,1.3/4,G8,imperial,UNC,,563.634031,efepe,BULON HEX G8 NG UNC (13) 1/2 x 1.3/4  100 / 500
107.148.1928,bulón,hexagonal,1/2,,2,G8,imperial,UNC,,617.722293,efepe,BULON HEX G8 NG UNC (13) 1/2 x 2  100 / 400
107.148.1930,bulón,hexagonal,1/2,,2.1/2,G8,imperial,UNC,,802.023037,efepe,BULON HEX G8 NG UNC (13) 1/2 x 2.1/2  50 / 300
107.148.1931,bulón,hexagonal,1/2,,2.3/4,G8,imperial,UNC,,845.379501,efepe,BULON HEX G8 NG UNC (13) 1/2 x 2.3/4  50 / 300
107.148.1932,bulón,hexagonal,1/2,,3,G8,imperial,UNC,,910.342652,efepe,BULON HEX G8 NG UNC (13) 1/2 x 3  50 / 200
107.148.1934,bulón,hexagonal,1/2,,3.1/2,G8,imperial,UNC,,1062.161821,efepe,BULON HEX G8 NG UNC (13) 1/2 x 3.1/2  50 / 200
107.148.1936,bulón,hexagonal,1/2,,4,G8,imperial,UNC,,1202.9630100000002,efepe,BULON HEX G8 NG UNC (13) 1/2 x 4  50 / 200
107.148.1937,bulón,hexagonal,1/2,,4.1/2,G8,imperial,UNC,,1322.3006039999998,efepe,BULON HEX G8 NG UNC (13) 1/2 x 4.1/2  50 / 200
107.148.1938,bulón,hexagonal,1/2,,5,G8,imperial,UNC,,1473.976683,efepe,BULON HEX G8 NG UNC (13) 1/2 x 5  50 / 200
107.148.1940,bulón,hexagonal,1/2,,6,G8,imperial,UNC,,1734.115466,efepe,BULON HEX G8 NG UNC (13) 1/2 x 6  50 / 200
107.148.2123,bulón,hexagonal,5/8,,1,G8,imperial,UNC,,715.3101089999999,efepe,BULON HEX G8 NG UNC (11) 5/8 x 1  100 / 400
107.148.2125,bulón,hexagonal,5/8,,1.1/4,G8,imperial,UNC,,802.023037,efepe,BULON HEX G8 NG UNC (11) 5/8 x 1.1/4  100 / 400
107.148.2126,bulón,hexagonal,5/8,,1.1/2,G8,imperial,UNC,,888.735965,efepe,BULON HEX G8 NG UNC (11) 5/8 x 1.1/2  50 / 300
107.148.2127,bulón,hexagonal,5/8,,1.3/4,G8,imperial,UNC,,975.448893,efepe,BULON HEX G8 NG UNC (11) 5/8 x 1.3/4  50 / 250
107.148.2128,bulón,hexagonal,5/8,,2,G8,imperial,UNC,,1083.768507,efepe,BULON HEX G8 NG UNC (11) 5/8 x 2  50 / 250
107.148.2130,bulón,hexagonal,5/8,,2.1/2,G8,imperial,UNC,,1300.550827,efepe,BULON HEX G8 NG UNC (11) 5/8 x 2.1/2  50 / 200
107.148.2131,bulón,hexagonal,5/8,,2.3/4,G8,imperial,UNC,,1387.263755,efepe,BULON HEX G8 NG UNC (11) 5/8 x 2.3/4  50 / 200
107.148.2132,bulón,hexagonal,5/8,,3,G8,imperial,UNC,,1517.3331469999998,efepe,BULON HEX G8 NG UNC (11) 5/8 x 3  20 / 160
107.148.2134,bulón,hexagonal,5/8,,3.1/2,G8,imperial,UNC,,1679.8841140000002,efepe,BULON HEX G8 NG UNC (11) 5/8 x 3.1/2  20 / 160
107.148.2136,bulón,hexagonal,5/8,,4,G8,imperial,UNC,,1950.897786,efepe,BULON HEX G8 NG UNC (11) 5/8 x 4  20 / 120
107.148.2137,bulón,hexagonal,5/8,,4.1/2,G8,imperial,UNC,,2113.448753,efepe,BULON HEX G8 NG UNC (11) 5/8 x 4.1/2  20 / 120
107.148.2138,bulón,hexagonal,5/8,,5,G8,imperial,UNC,,2330.231072,efepe,BULON HEX G8 NG UNC (11) 5/8 x 5  20 / 120
107.148.2140,bulón,hexagonal,5/8,,6,G8,imperial,UNC,,2709.564359,efepe,BULON HEX G8 NG UNC (11) 5/8 x 6  20 / 120
107.148.2328,bulón,hexagonal,3/4,,2,G8,imperial,UNC,,1625.6527609999998,efepe,BULON HEX G8 NG UNC (10) 3/4 x 2  20 / 160
107.148.2330,bulón,hexagonal,3/4,,2.1/2,G8,imperial,UNC,,1950.897786,efepe,BULON HEX G8 NG UNC (10) 3/4 x 2.1/2  20 / 120
107.148.2331,bulón,hexagonal,3/4,,2.3/4,G8,imperial,UNC,,2113.448753,efepe,BULON HEX G8 NG UNC (10) 3/4 x 2.3/4  20 / 120
107.148.2332,bulón,hexagonal,3/4,,3,G8,imperial,UNC,,2275.9997200000003,efepe,BULON HEX G8 NG UNC (10) 3/4 x 3  20 / 120
107.148.2334,bulón,hexagonal,3/4,,3.1/2,G8,imperial,UNC,,2601.101654,efepe,BULON HEX G8 NG UNC (10) 3/4 x 3.1/2  20 / 80
107.148.2336,bulón,hexagonal,3/4,,4,G8,imperial,UNC,,2872.115326,efepe,BULON HEX G8 NG UNC (10) 3/4 x 4  20 / 80
107.148.2337,bulón,hexagonal,3/4,,4.1/2,G8,imperial,UNC,,3197.2172600000004,efepe,BULON HEX G8 NG UNC (10) 3/4 x 4.1/2  20 / 80
107.148.2338,bulón,hexagonal,3/4,,5,G8,imperial,UNC,,3522.319194,efepe,BULON HEX G8 NG UNC (10) 3/4 x 5  20 / 80
107.148.2340,bulón,hexagonal,3/4,,6,G8,imperial,UNC,,4064.203448,efepe,BULON HEX G8 NG UNC (10) 3/4 x 6  20 / 80
